title,score,members,favorites
Black Fox,0.0,2448,0
Kachikachi Yama no Shouboutai,5.78,175,0
Konnichiwa Onara Gorou,4.38,711,1
Ousama no Shippo,5.81,155,0
Ninkuu,7.11,3094,13
Di Gi Charat Nyo,7.21,4456,33
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,4.0,25,0
Kobito to Ao Mushi,6.08,117,0
Watashi no Shiranai Mesu no Kao,6.33,2993,19
Ookami-san to Shichinin no Nakama-tachi,7.33,183198,712
Master of Torque 3,5.61,260,0
Speed Grapher,7.43,77378,537
Believe,6.01,758,4
Kakumeiki Valvrave,7.27,115981,629
Time Bokan Series: Gyakuten Ippatsuman,6.17,491,0
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,6.4,120,0
Switch,7.06,20572,65
Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,6.65,3101,7
"Umi Da! Funade Da! Nikoniko, Pun",6.5,119,0
Shin Kujakuou,6.14,996,0
Mama Ohanashi Kikasete,6.7,94,0
Omusubi Kororin,4.41,74,0
City Hunter: Hyakuman Dollar no Inbou,7.48,3594,2
Nihon no Otogibanashi,5.1,114,0
Zhong Hua Xiao Zi,6.49,279,1
Shimajirou to Niji no Oasis,5.83,109,0
Fullmetal Alchemist: The Conqueror of Shamballa,7.69,221825,590
Arslan Senki (TV) Specials,6.74,7342,2
Shuugou no Kangae,3.47,85,0
Digimon Tamers: Bousou Digimon Tokkyuu,7.13,16682,9
Hello Kitty no London ni Orita Uchuujin,6.32,149,0
Requiem (ONA),3.77,577,0
Ousama Game The Animation,5.18,104386,187
Taimanin Asagi,7.04,10658,234
Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,5.46,619,0
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.45,29567,33
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,5.81,790,0
Kokoro no Catchball,6.0,62,0
Boku no Hero Academia: Training of the Dead,7.59,58019,73
Maji de Watashi ni Koi Shinasai!,6.97,161168,439
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.33,783,2
Panpaka Pants O-New!,3.77,196,0
Mizuiro Jidai,6.98,2082,4
Re:Zero kara Hajimeru Break Time,6.76,31257,122
Yokohama Kaidashi Kikou,7.35,16440,109
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.86,16847,13
Tetsuwan Atom: Uchuu no Yuusha,6.43,886,0
Agigongryong Doolie (1988),5.88,208,0
Yakin Byoutou San,6.41,3354,4
Bonobono,6.52,258,1
Appleseed XIII,6.47,10689,11
Ichigo Ichie: Kimi no Kotoba,6.67,342,0
Nurarihyon no Mago: Jump Super Anime Tour Special,6.61,4904,5
Ace wo Nerae!,7.04,5650,41
Straw Byururu,4.94,143,0
Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.68,1009,1
Kuma no Nuigurumi,4.93,41,0
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.74,11568,21
Mahoutsukai Jiji,6.08,1240,0
"Letchu, Getchu, Saru Getchu",5.17,177,0
Musekinin Kanchou Tylor,7.94,26084,342
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.63,28046,53
Shoujo Koakuma Kei,5.47,907,2
Uma Musume: Pretty Derby,6.58,4006,9
Suntory Minami Alps no Tennen Mizu,6.1,7942,9
Ganbare Genki,7.55,1174,7
Isshuukan Friends.,7.65,185763,971
Tokimeki Tonight,7.38,4107,24
Majuu Jouka Shoujo Utea,6.73,3428,24
Auto Mommy,5.5,244,0
Yugami-kun ni wa Tomodachi ga Inai,5.83,1274,0
Ie Naki Ko,7.83,6299,80
Toriko no Kusari,6.63,2621,12
Mars,5.78,256,1
Sengoku Musou SP: Sanada no Shou,6.67,4438,10
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,4.38,175,0
Fushigi no Umi no Nadia: Original Movie,5.48,4516,0
Kaiketsu Zorori (TV),7.16,1505,15
Super Erotic Anime,4.0,223,1
Lion x Kamiusagi Rope,5.06,85,0
Aiseki Mogol Girl,4.5,231,0
"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou",8.67,70,0
Parappa the Rapper,5.93,1694,16
Shitcom,2.88,11493,41
Mo Jing Lieren 2nd Season,5.75,89,0
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,7.0,2655,16
Mr. Pen Pen II,5.38,97,0
Fujimi 2-choume Koukyougakudan,5.7,5730,7
Little Busters!: EX,7.86,34049,135
Uchouten Kazoku 2,8.22,33636,161
Shimai Ningyou,5.57,1398,0
Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,6.9,1845,1
Tottoi,6.44,405,0
Suisei no Gargantia Specials,7.24,29856,13
Macross F: Close Encounter - Deculture Edition,7.82,9890,6
Hana wa Saku,6.29,1104,1
Lost Song,6.18,5890,7
Perman (1983),6.35,746,5
Puchitto Furikaerintia,6.27,1639,3
Shanshui Qing,6.63,782,13
Mahou Shoujo Nante Mou Ii Desukara.,6.0,17663,11
Lupin wa Ima mo Moete Iru ka?,0.0,784,0
Quanzhi Gaoshou (2018),8.36,23402,73
Planet:Valkyrie,5.75,1123,1
Anne no Nikki: Anne Frank Monogatari,6.6,510,0
Ton-Ton Atta to Niigata no Mukashibanashi,6.06,102,0
Hyakka Ryouran: Samurai After Specials,6.6,5413,4
Magical Hat,5.38,201,0
Usamaru,5.83,113,0
Pinky Wakuwaku Tabi Stroll,4.77,159,0
Uchuu Kyoudai,8.56,98864,2503
Jigoku Shoujo,7.75,219918,2863
Ao no Kanata no Four Rhythm,6.87,96877,448
Massugu ni Ikou.,6.65,2025,6
Dalam-iwa Goseumdochi,6.41,234,3
Toriko: Jump Super Anime Tour 2009 Special,7.1,5368,8
Wanna-Be&#039;s,5.19,1063,0
Ryuuichi Manga Gekijou Onbu Obake,5.92,162,1
Nishitesu CMs,4.35,36,0
Kowarekake no Orgel (Movie),7.44,11782,14
Bakuretsu Hunters,6.82,13120,33
Selector Spread WIXOSS,7.48,54742,199
Koisuru Boukun,7.47,40276,314
Haramasete Seiryuu-kun!,6.55,3812,13
Experiment,3.75,107,0
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",6.79,6951,13
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.47,421293,5649
Zenryoku Usagi,6.43,691,1
Ninja & Soldier,5.95,240,0
PeroPero☆Teacher,6.42,3674,11
Kouin Tenshi: Haitoku no Lycéenne,4.81,830,0
Dan Doh!!,6.76,2768,4
Kuragehime: Soreike! Amars Tankentai,5.7,7055,2
Mi-da-ra,5.8,1139,1
G.T.R G-cup Teacher Rei,4.78,585,1
"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",6.96,21511,14
Age of Obscure: Boubaku Jidai,4.64,125,0
Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,5.0,68,0
Naga Hamaraja,3.88,41,0
Fate/stay night Movie: Heaven&#039;s Feel - II. Lost Butterfly,0.0,31641,46
Zou no Senaka: Tabidatsu Hi,6.32,226,0
Ki de Tsukurou,4.38,62,0
Koufuku Graffiti,6.83,55932,128
Soreyuke Marin-chan,6.7,2318,15
Transformers: Scramble City,5.96,992,0
Steins;Gate: Oukoubakko no Poriomania,8.44,221373,554
Glass no Hana to Kowasu Sekai,6.85,22515,71
Jack to Mame no Ki (OVA),5.97,808,0
Robot Taekwon V 3tan! Sujung Teukgongdae,4.5,138,0
Me gumi no Daigo: Kajiba no Baka Yarou,6.45,632,1
Redline Pilot,6.78,4833,4
Chocchan Monogatari,6.79,651,1
"Iriya no Sora, UFO no Natsu",7.07,20488,68
Bouken Yuuki Pluster World,6.17,448,2
Spaceship Agga Ruter,6.68,1474,3
Shen Qi Huan Qi Tan,7.23,1478,4
Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,6.22,10398,6
Canvas 2: Niji-iro no Sketch,6.85,21561,46
Mahou no Yousei Persia: Escape!,5.66,257,0
Rilu Rilu Fairilu: Mahou no Kagami,6.36,962,2
Chuunibyou demo Koi ga Shitai! Ren,7.6,301284,1318
Robin Hood no Daibouken,7.22,4862,16
Takane no Jitensha,6.1,1772,0
Maison Ikkoku,8.24,30989,852
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.51,10189,8
Cynical Hysterie Hour: Henshin!,5.1,146,0
Kiseichuu no Ichiya,5.02,1404,9
Sore Ike! Anpanman: Tenohira wo Taiyou ni,4.95,123,0
Shinya Doubutsuen,6.67,60,0
Yumeyume,6.3,1126,0
Why,3.87,225,1
Mayoi Neko Overrun! Specials,6.81,13491,13
Mirai Nikki,7.47,147054,2994
Kaichuu!,5.92,7750,11
Usavich IV,6.85,1978,1
Yawara! Special: Zutto Kimi no Koto ga... .,7.42,1221,2
Mouryou Senki Madara,6.24,1086,4
Musaigen no Phantom World Special,6.82,26179,36
Azumanga Web Daioh,6.77,23921,23
Ikkitousen: Shuugaku Toushi Keppuuroku,6.78,11028,3
Wind: A Breath of Heart,6.17,1780,0
Concrete Revolutio: Choujin Gensou - The Last Song,7.16,23044,65
Tetsujin 28-gou,6.57,1597,6
Tokimeki Tonight Recaps,6.28,325,0
Zetsumetsu Kigu Shoujo: Amazing Twins,6.44,8526,7
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,7.19,14674,16
Honoo no Labyrinth,6.34,6946,11
Chobits Recap,7.06,32112,51
Mayoiga no Oneesan The Animation,7.06,3318,20
Dangerous Jiisan Ja,6.1,163,0
Turning Girls,6.1,5913,6
Toriko: Barbarian Ivy wo Hokaku Seyo!,6.76,2024,1
Nezumi no Rusuban,4.54,679,0
Busou Chuugakusei: Basket Army,5.86,5119,2
Oz no Mahoutsukai (1986),6.82,1274,8
Busou Shinki,6.37,28632,40
Nanmu Ichibyousokusai,5.92,358,0
Vampire Knight: Gekiai no Portrait,6.99,27866,196
Time Travel Tondekeman!,7.44,1225,11
Starmyu,7.08,28983,247
Genji Monogatari,6.64,3325,5
Darling in the FranXX,8.17,276912,4991
Junod,6.41,396,0
Happy Hour,5.11,120,0
Onegai☆Teacher: Himitsu na Futari,7.39,36071,54
Kuro,5.0,119,1
Kanokon Specials,6.54,22529,26
Hello Kitty no Stump Village,6.19,303,1
Hokuto no Ken Movie,7.28,11942,74
Usaband,5.21,139,1
Stay the Same,5.59,215,1
Mari Iyagi,6.39,2323,3
Poyopoyo Kansatsu Nikki,7.77,15893,128
Hungry Zombie Francesca!!,5.38,361,0
Tsuruhime Ja!,5.47,136,0
Obake no Q-Tarou: Susume! 1/100 Daisakusen,6.3,100,0
Doraemon,7.45,11104,115
Peeping Life x Sanyo,4.52,172,0
Tabidachi: Ami Shuushou,5.87,568,0
Momon&#039;s Sand Witch Episode 0,5.41,126,1
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,7.2,22112,27
Hoshizora Kiseki,5.92,8707,4
Mai-Otome 0: S.ifr,7.47,11962,28
Tatakae!! Ramenman,6.56,619,4
Onboro Film,6.48,1802,3
Coppelion,6.54,89144,177
Panda no Daibouken,6.47,384,0
The Hakkenden: Shin Shou,6.63,1420,1
Shoujo Ramune,7.42,9395,147
Cofun Gal no Coffy: Juuninin to Ikareru Kofun-tachi,4.6,101,0
To Heart: Remember My Memories Specials,6.23,2435,0
Tesapuru dayo! Schedule no Au Hito dake Shuugou!,4.44,213,0
Hamuko Mairu!,4.64,83,0
Watashi no Kao,4.08,701,2
Gakuen Nanafushigi,6.32,2449,8
Mirai Nikki: Redial,7.62,190013,462
Persona 4 the Animation: The Factor of Hope,7.48,13033,12
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,6.14,1971,1
Ashita no Joe 2 (Movie),7.43,2026,4
Kemushi no Boro,6.24,1022,0
Kaibutsu-kun,6.74,618,0
Otsuki-sama to Oujo,4.97,124,0
Sousei no Onmyouji,7.41,221001,1421
Persona 5 the Animation: The Day Breakers,7.33,30400,80
Bikini Warriors Special,5.49,8920,5
Ahiru no Pekkle no Ahiru no Drakestail,5.45,185,2
2020 Nyeon Ujuui Wonder Kiddy,5.9,259,1
Kyutai Panic Adventure!,4.94,1109,0
6HP (Six Hearts Princess),6.21,3039,3
Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,3.58,51,0
Detective Conan Movie 19: The Hellfire Sunflowers,7.81,14796,29
Hime Gal♥Paradise,6.17,704,1
Shocking Pink!,7.01,5617,21
Boukensha: The Man Was from Spain,6.33,642,1
G-senjou no Higeki,3.53,726,0
Kayoe! Chuugaku,5.5,234,1
Entaku no Kishi Monogatari: Moero Arthur,6.6,825,2
Fushigiboshi no☆Futagohime Gyu! Recap,6.58,371,1
Sekirei: Pure Engagement,7.53,146749,469
Yakin Byoutou,6.51,7615,66
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,4.27,129,0
Ojousama Sousamou,5.01,1799,1
Chiisana Pengin: Lolo no Bouken,7.47,1771,5
Korashime,6.03,1779,8
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,5.83,278,0
KochinPa!,4.35,1086,0
Tomodachi Miitsuketa,3.5,33,0
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,6.38,17164,18
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.68,1435,4
Force Live,6.83,900,4
Tokumu Sousakan Rei & Fuko,6.33,1986,4
Worku,5.35,308,0
Anne Happy♪,7.07,46659,205
Digimon Tamers: Boukensha-tachi no Tatakai,7.08,14877,8
Coffee Break,5.1,476,1
Pichiko Dakyuubu,4.33,69,0
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,6.7,353,0
Zoku Gosenzo San&#039;e,5.6,878,1
Bavel no Hon,5.69,2205,1
Kyojin no Hoshi,7.04,1092,3
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.62,15163,19
Jinrui wa Suitai Shimashita,7.87,118914,1627
Choujin Locke: Lord Leon,6.26,658,0
Hiragana Danshi,4.9,1115,3
Macross Zero,7.64,27311,105
Sugar*Soldier,5.86,8170,6
Kotatsu Neko,5.2,342,0
Ryo,5.95,9918,5
Overman King Gainer,6.96,7791,22
Digimon Adventure tri. 5: Kyousei,7.37,21535,78
Project A-Ko 4: Final,6.6,2994,0
Chuunibyou demo Koi ga Shitai! Lite,7.31,75815,116
Heibai Wushang 2nd Season,6.65,412,2
Blame! Movie,7.34,52531,138
Fly,3.89,110,0
Hello Kitty no Shiawase no Tulip,6.06,157,1
Shoukoujo The Animation,6.9,5638,27
Sol Bianca,6.45,3426,5
Pokemon: Pikachu no Natsumatsuri,6.44,4496,3
Fumiko no Kokuhaku,6.73,17010,9
Naruto: Shippuuden Movie 5 - Blood Prison,7.6,101774,107
Watashi to Watashi: Futari no Lotte,6.93,557,2
Dekakute Ecchi na Ore no Ane,7.12,5589,45
Imako System,6.2,2923,12
Seitokai Yakuindomo Movie,7.95,18465,32
Melty Lancer,6.05,1265,2
Sangokushi II: Amakakeru Otoko-tachi,6.78,269,1
Lodoss-tou Senki: Eiyuu Kishi Den,7.22,19218,94
Rejuvenation,5.43,926,1
Saru to Kani no Gassen,4.98,315,1
Recorder to Randoseru Re♪,6.96,20352,6
Boku dake ga Inai Machi Recap,7.15,8564,22
Macross II: Lovers Again,6.44,7933,16
Saenai Heroine no Sodatekata,7.65,262774,2068
Lupin III (2015): Italian Game,6.53,2204,1
Sousei Kishi Gaiarth,6.28,1425,6
Imouto sae Ireba Ii. (ONA) Specials,6.7,4362,7
Bus Gamer,6.62,22317,38
Pandane to Tamago-hime,7.11,2775,7
Boku no Boukuugou,6.58,283,0
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.13,23374,123
Airy Me,6.36,2483,7
Henna ABC,5.22,150,0
Daicon Opening Animations,7.73,10137,102
Sekai no Ouja: King Kong Taikai,6.5,113,0
Under the Dog,6.4,37480,62
Many Mary,4.56,248,0
Yamada-kun to 7-nin no Majo (TV),7.84,316766,2253
Mahou no Star Magical Emi: Kumo Hikaru,6.14,489,1
Itazura Post,6.69,129,0
Genshiken 2,7.83,62526,181
Gaegujang-i Cheonsadeul,5.06,117,0
Shin-Men,6.35,730,1
Spiral: Suiri no Kizuna,7.35,40535,295
Shirobako Specials,6.95,15781,9
Youjuu Kyoushitsu Gaiden,5.49,838,4
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,7.41,29690,50
Shin Karate Jigoku-hen,5.68,214,0
Otenki Oneesan,5.6,1408,3
Shinkon Gattai Godannar!!,6.79,10528,26
Fukusuke,5.55,205,1
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,5.45,157,0
Hanaori,5.42,583,1
Blood Royale,5.73,3700,13
Black Magic M-66,6.46,7498,14
Grenadier: Hohoemi no Senshi,6.8,42324,63
Jigoku Sensei Nube (Movie),6.77,1431,1
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8.07,57163,349
Moyashimon,7.65,51854,229
Kidou Shinsengumi Moeyo Ken,5.75,1279,1
Kinnikuman: Seigi Choujin vs. Senshi Choujin,6.33,375,0
Kimi no Iru Machi,7.11,87052,424
Renkyori Enai,6.38,860,0
Fella Pure: Mitarashi-san Chi no Jijou The Animation,7.51,11149,185
Fairy Tail Movie 2: Dragon Cry,7.73,61884,436
Hajime no Ippo: Champion Road,8.37,64556,149
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.69,8605,8
Konchuu Tsurezuregusa,6.22,185,0
Eien,4.65,101,0
Kyouiku Shidou The Animation,6.4,3493,13
Project A-Ko 3: Cinderella Rhapsody,6.57,3154,1
Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,6.33,125,0
Sanjougattai Transformers Go!,5.39,370,1
Chains & Rings,5.61,804,1
Psychic Force,5.54,1284,1
Joou Heika no Petite Angie,6.5,667,3
Ecchi de Happy! Pin! Pin! Pin!,4.93,421,2
Higepiyo,7.2,4793,14
X,7.52,58165,710
Jinshin Yuugi,5.83,1395,0
Hyouge Mono,8.06,14880,168
Doukyuusei (OVA): Climax,5.35,796,0
Hibike! Euphonium 2 Specials,6.57,8776,7
Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,6.61,10524,14
Asobot Senki Gokuu,6.83,2076,8
Ippou Nippon Mukashibanashi,4.1,116,0
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,5.68,123,0
"Machine Robo: Leina, The Legend of Wolf Blade",6.27,348,0
.hack//G.U. Trilogy,7.26,25408,114
To Heart 2 Adnext,6.87,3301,3
Mobile Suit Gundam Wing: Operation Meteor,7.61,7941,27
Shinseiki Duel Masters Flash,5.97,416,0
Senran Kagura,6.45,74140,207
Mugen no Kyoukai,5.7,1171,0
Kansen 5: The Daybreak,6.63,4214,18
Propagate,4.79,178,1
Shin Mazinger Shougeki! Z-hen,7.91,9755,122
Koutetsushin Jeeg,7.05,4282,10
Fukumenkei Noise,7.16,52337,354
Silent Möbius,6.9,9153,31
Jinzou Ningen Kikaider The Animation,7.07,6750,54
Shin Hurricane Polymar,5.97,1068,2
Kyoto Animation: Megane-hen,6.42,7463,4
Genzai Byoto,5.12,725,1
Fullmetal Alchemist,8.29,791812,21753
Ai Tenshi Densetsu Wedding Peach Specials,6.41,720,2
Toshi Densetsu Series,7.5,10640,134
Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,5.85,233,1
Shiranpuri (Movie),6.33,3568,0
Momotarou no Umiwashi,5.04,822,0
Isobe Isobee Monogatari Jump Festa Special,4.73,1304,0
Dousou Kai,5.85,1344,2
Higashi no Eden,7.96,346202,3733
A Tang Qi Yu,6.56,36,0
Minami-ke,7.77,124474,1098
Sakigake!! Otokojuku,7.44,6362,58
Afro Samurai: Resurrection,7.44,61341,138
Tori,5.21,188,0
Tribe Cool Crew,7.0,3778,27
Itoshi no Muco OVA,5.6,236,0
Gall Force: The Revolution,6.08,892,1
Lupin the Third: Mine Fujiko to Iu Onna,7.82,32231,278
Uchuu Majin Daikengou,6.43,398,2
Agukaru: Play with Ibaraki-hen,4.88,257,1
Kinniku Banzuke: Kongou-kun no Daibouken!,5.28,275,0
Tokubetsu Jugyou 3 SLG The Animation,7.02,3642,37
Papa no Iukoto wo Kikinasai! OVA,7.44,24898,19
Kirara,6.34,2150,2
Ketsuinu,5.53,318,1
11-nin Iru!,7.23,5736,23
Bishoujo Senshi Sailor Moon R,7.75,87868,591
Lemon Angel (1988/II),5.8,641,0
Kimi no Suizou wo Tabetai,0.0,15504,40
C³ Special,6.84,21558,9
Dokushin Apartment Dokudamisou,5.57,302,3
Warau Salesman Tokubetsu Bangumi,5.92,195,0
Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.14,4926,21
"Yondemasu yo, Azazel-san. Z",7.65,25799,49
Kemy Tamheomdae,4.0,53,0
Imokawa Mukuzo: Chuugaeri no Maki,5.78,143,0
Tenshi no 3P!,6.79,30876,41
Chijoku Shinsatsushitsu,6.38,3447,9
Kara no Kyoukai: Mirai Fukuin - Manner Movie,6.14,5618,4
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,7.11,222,0
Gravitation: Lyrics of Love,7.08,24308,102
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,6.06,517,0
Mahou Shoujo Sae,5.59,1292,0
"Wake Up, Girls! Deai no Kiroku: A Brief Recording",6.33,1378,2
Aa! Megami-sama!: Sorezore no Tsubasa Specials,7.61,19253,32
Paradise,7.31,223,0
Milky Gal: Cats Ai,4.9,276,0
Daishizen no Majuu: Bagi,6.47,1904,12
Astarotte no Omocha!,6.75,92243,200
Hokuto no Ken: Yuria-den,7.19,4883,7
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.7,3077,7
Hey Yo Yorang,6.59,206,1
Kamigami no Ki: Xmas Special,5.38,104,0
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.16,5977,16
Xiongmao Monogatari TaoTao,6.03,165,0
Re:Zero kara Hajimeru Isekai Seikatsu,8.43,720575,27120
Yayoi,4.76,524,0
Banana Fish,0.0,6694,3
Garo: Guren no Tsuki - Yurugaro,5.41,584,0
Tenshi na Konamaiki,7.56,17929,120
Shadow Skill (1996),6.71,3666,10
Future GPX Cyber Formula Sin,7.64,1344,11
Absolute Duo,6.76,260712,992
Heroman Specials,6.4,2147,1
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.47,1962,2
Kero Kero Keroppi no Christmas Eve no Okurimono,6.17,185,0
Puzzle & Dragons CM,5.9,1149,2
Zero Seiki Movie 1: Emeraldas,0.0,936,0
Ishikeri,5.41,354,0
Ao Haru Ride OVA,7.72,64776,138
Tiger Mask W,7.08,14138,47
Shin Chou Kyou Ryo: Condor Hero III,7.56,1781,4
Hyoutan Suzume,5.0,229,0
Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,5.96,204,1
Pokemon Movie 21: Minna no Monogatari,0.0,4245,19
Himitsukessha Taka no Tsume GT,5.16,172,0
Ayakashi: Japanese Classic Horror,7.55,42518,188
Kirakira☆Precure A La Mode,6.94,4760,46
Mo Jing Lieren,5.58,136,0
Chou Dendou Robo Tetsujin 28-gou FX,6.42,486,1
Hakuouki Shinkai: Kaze no Shou,6.3,1692,3
LayereD Stories Zero,6.14,215,0
Nosferatu,4.1,84,0
Sin in the Rain,5.16,1900,2
Detective Conan OVA 11: A Secret Order from London,7.51,7664,1
Scramble Wars: Tsuppashire! Genom Trophy Rally,6.36,692,0
Dreams,3.68,620,1
Ganbare! Lulu Lolo,5.56,182,0
Pinky Monkey no Umareta Hi,4.37,111,0
Earthian,6.23,6661,16
One: Kagayaku Kisetsu e - True Stories,6.39,2261,8
Canaan,7.36,148914,790
Spring Stranger,5.03,132,1
Santa-san to Tonakai Kuppi,6.06,116,0
Zettai Yareru Greece Shinwa,5.47,377,0
Ganbare! Moudouken Serve,5.67,124,0
White Album,6.68,69578,151
Norakuro-kun,6.78,192,0
Kowabon,5.31,24714,23
Chibi Kero: Kerobouru no Himitsu!?,6.5,794,1
Mahou Shoujo Lyrical Nanoha A&#039;s,8.07,47870,948
Balthus: Tia no Kagayaki,5.19,1194,3
Wellber no Monogatari: Sisters of Wellber,6.74,6488,6
Hokseong Robot Sseondeo A,3.76,123,0
Mister Ajikko,7.23,2569,16
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",7.4,4738,7
Project ARMS,7.11,8487,24
gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,6.54,455,0
Wonder Bebil-kun,6.33,125,0
Ginga Kikoutai Majestic Prince,7.42,41708,130
Stitch!: Itazura Alien no Daibouken,6.27,1167,3
IS: Infinite Stratos 2 - Hitonatsu no Omoide,7.05,34765,35
Little Charo 2,5.95,162,0
Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,5.86,90,0
Yowai Mushi,6.21,1561,1
Major: Message,8.33,16857,43
C³,6.8,124739,232
Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6.39,1468,0
Umi ga Kikoeru,6.89,35544,98
Kiss Dum R: Meguriahi,6.35,847,0
Kappa no Coo to Natsuyasumi,7.61,8979,20
Nekketsu Jinmen Inu: Life Is Movie,5.49,381,3
Time Bokan,6.62,1200,1
Asa kara Zusshiri Milk Pot,6.13,4953,35
Cipher,5.05,3576,36
My Life,6.47,2132,2
Kindaichi Shounen no Jikenbo,8.11,12619,126
Junjou Romantica Special,7.65,21631,98
ChäoS;Child: Silent Sky,6.69,9516,7
Kaitou Reinya,5.79,2436,1
Mamotte Shugogetten!,6.76,5861,12
Soredemo Sekai wa Utsukushii,7.8,146826,1324
Kero Kero Keroppi no Bouken: Pink no Kinoko,6.17,178,0
Connected,6.12,3123,4
Aladdin to Mahou no Lamp no Koutsuu Anzen,6.86,81,0
Dream Festival! R,6.94,2500,15
Negima!? Haru Special!?,7.18,15554,18
Mushibugyou,7.44,52850,145
Strike Witches 2,7.4,60260,251
Kono Mayonnaise wa Yuru Sugiru,4.63,187,0
Sengoku Collection,6.5,18450,23
JoJo no Kimyou na Bouken (TV),8.41,339574,12556
Kishin Houkou Demonbane (TV) Specials,6.03,809,0
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,6.27,4970,5
Btooom!,7.59,461700,2899
Initial D Extra Stage 2,7.52,16485,18
Owakare,3.7,43,0
Hinomaruzumou,0.0,1496,3
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.65,16575,114
Comic Party Revolution OVA,6.62,2467,2
Oval x Over,5.7,772,1
Dangobei Torimonochou: Hirake - Goma no Maki,5.32,186,0
Kakumei no Wakaki Sora,6.59,498,0
DD Hokuto no Ken,6.24,2995,11
Nisekoimonogatari,6.98,25206,46
Monster Musume no Iru Nichijou OVA,7.33,39074,51
Mahou Shoujo Lalabel,6.54,917,0
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,7.13,44281,19
Inda no Himekishi Janne,6.47,4518,22
Choujikuu Seiki Orguss,6.71,3084,9
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,5.25,155,0
Yuugen Kaisha,6.54,3015,5
Ushio to Tora (TV),7.67,124637,544
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,6.65,2736,5
Chocolate Underground: Bokura no Chocolate Sensou,6.43,1572,0
