title,type,source,episodes,airing,studio
Chu Feng: B.E.E,ONA,Manga,6,False,Haoliners Animation League
Aikatsu! Movie,Movie,Unknown,1,False,Sunrise
Fushigi Yuugi OVA 2,OVA,Manga,6,False,Studio Pierrot
Tachiguishi Retsuden,Movie,Unknown,1,False,Production I.G
Nameko: Sekai no Tomodachi,TV,Game,0,False,Studio Deen
"Boku, Otaryman.",OVA,Manga,1,False,Panda Factory
PetoPeto-san,TV,Light novel,13,False,Xebec
Eien no Hou,Movie,Unknown,1,False,
Chijoku no Seifuku,OVA,Visual novel,2,False,T-Rex
Ginban Kaleidoscope,TV,Light novel,12,False,Karaku
Ring ni Kakero 1: Nichibei Kessen-hen,TV,Manga,12,False,Toei Animation
Himitsukessha Taka no Tsume EX,TV,Unknown,38,False,DLE
Fastening Days,ONA,Original,0,True,Studio Colorido
Pussycat,ONA,Unknown,1,False,
Mugen no Ryvius: Illusion,Special,Unknown,6,False,Sunrise
Akiko,OVA,Unknown,2,False,
Daisougen no Chiisana Tenshi Bush Baby Specials,Special,Unknown,2,False,Nippon Animation
World Trigger,TV,Manga,73,False,Toei Animation
Non-tan to Issho,TV,Picture book,263,False,Studio Pierrot
Hanappe Bazooka,OVA,Manga,1,False,
Sugar Sugar Rune,TV,Manga,51,False,Studio Pierrot
Space Oz no Bouken,TV,Unknown,26,False,
Nanbaka 2,ONA,Web manga,12,False,Satelight
Canvas: Sepia-iro no Motif,OVA,Visual novel,2,False,
Baki (ONA),ONA,Manga,26,False,TMS Entertainment
Kyoukai no Kanata: Shinonome,Special,Light novel,1,False,Kyoto Animation
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,Game,1,False,Lerche
Kakushin,ONA,Original,1,False,
Mini Moni the TV,TV,Unknown,15,False,
The Guts!,OVA,Visual novel,2,False,Anime Antenna Iinkai
Ninja Hattori-kun (2012),TV,Manga,52,False,Shin-Ei Animation
Kyonyuu Kazoku Saimin,OVA,Visual novel,1,False,
Monochrome Factor,TV,Manga,24,False,A.C.G.T.
Majuu Sensen: The Apocalypse,TV,Manga,13,False,
Shachiku: Kuruma no Naka de Kattemasu,OVA,Unknown,1,False,
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV,Light novel,13,False,A-1 Pictures
Baby Steps,TV,Manga,25,False,Studio Pierrot
Sekai Meisaku Douwa: Hakuchou no Ouji,Movie,Unknown,1,False,Toei Animation
Buppu na Mainichi,TV,Unknown,27,False,MMDGP
Otsukisama Light,Music,Original,1,False,
Sukima no Kuni no Polta,TV,Unknown,13,False,
Gall Force: New Era,OVA,Original,2,False,AIC
Digimon Xros Wars,TV,Original,30,False,Toei Animation
1/100 Shibuya Crossing,ONA,Original,1,False,
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,Special,Manga,6,False,Silver Link.
Kick no Oni,TV,Unknown,26,False,Toei Animation
Kurau Phantom Memory,TV,Original,24,False,Bones
Toho Cinemas x Pokemon Go,Movie,Game,2,False,
"Maemilggot, Unsu Joeun Nal, Geurigo Bombom",Movie,Original,1,False,Studio Meditation With a Pencil
Love Forever,OVA,Unknown,1,False,
Tenkuu no Escaflowne,TV,Original,26,False,Sunrise
Death Note: Rewrite,Special,Manga,2,False,Madhouse
Monsuto Anime: Kieyuku Uchuu-hen,ONA,Game,13,False,
MILPOM★,ONA,Original,0,True,Bandai Namco Pictures
"Little Polar Bear: Shirokuma-kun, Fune ni Noru",OVA,Unknown,1,False,
Kennel Tokorozawa,OVA,Manga,1,False,
Kaseifu ga Ita.,OVA,Manga,1,False,
Girls & Panzer: Nihon Senshadou Renmei News,Special,Original,2,False,Actas
Eiyuu Gaiden Mozaicka,OVA,Original,4,False,Studio Deen
Isu,Movie,Unknown,1,False,
Duel Masters Movie 3: Honoo no Kizuna XX,Movie,Original,1,False,
Kiddy Grade,TV,Original,24,False,Gonzo
Tennis no Ouji-sama: Sonzoku Yama no Hi,OVA,Unknown,1,False,Production I.G
CB Chara Go Nagai World,OVA,Unknown,3,False,
ef: A Tale of Melodies. - Prologue,Special,Visual novel,1,False,Shaft
Tic Tac Dreamin&#039;,Music,Original,1,False,
Aria The Origination,TV,Manga,13,False,Hal Film Maker
Mangaka-san to Assistant-san to The Animation,TV,4-koma manga,12,False,Zexcs
Dirty Pair: The Movie,Movie,Light novel,1,False,Sunrise
Detective Conan,TV,Manga,0,True,TMS Entertainment
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,Movie,Game,1,False,OLM
Pretty Rhythm: Dear My Future,TV,Game,51,False,Tatsunoko Production
Walkure Romanze,TV,Visual novel,12,False,8bit
Shuangsheng Lingtan,ONA,Manga,20,False,G.CMay Animation &amp; Film
Yo! Daitouryou Trap-kun,ONA,Original,2,False,DLE
Suika,OVA,Visual novel,3,False,APPP
Saiyuuki Reload: Burial,OVA,Manga,3,False,Studio Pierrot
Fuujin Monogatari,TV,Original,13,False,Production I.G
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,OVA,Unknown,1,False,Sunrise
Claymore,TV,Manga,26,False,Madhouse
Hottarake no Shima: Haruka to Mahou no Kagami,Movie,Original,1,False,Production I.G
Sekaikei Sekai Ron,OVA,Unknown,1,False,
Wangu Xian Qiong 2nd Season,ONA,Novel,0,True,
Anime Hachiko Monogatari,OVA,Other,1,False,
The House,Movie,Unknown,1,False,
Li&#039;l Chillun&#039;,OVA,Original,1,False,
Minami-ke Okawari,TV,Manga,13,False,Asread
Lupin III: Lupin vs. Fukusei-ningen,Movie,Manga,1,False,
Beyblade Burst Chouzetsu,TV,Original,0,True,OLM
Tanoshii Sansuu,Music,Music,1,False,
Sweet Spot,OVA,Unknown,1,False,
Mobile Suit Gundam Thunderbolt 2nd Season,ONA,Manga,4,False,Sunrise
Korogashi-ya no Pun,TV,Original,0,True,
Hidan no Aria Special,Special,Light novel,1,False,J.C.Staff
Tegamibachi: Hikari to Ao no Gensou Yawa,Special,Manga,1,False,Studio Pierrot
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Special,Light novel,1,False,Kyoto Animation
Ben-To,TV,Light novel,12,False,David Production
Tono to Issho,OVA,4-koma manga,1,False,Gathering
Kyutai Panic Adventure Returns!,Special,Unknown,1,False,
Gene,Music,Music,1,False,
Ameya Tanuki,Movie,Original,1,False,
Houseki no Kuni,ONA,Manga,1,False,Studio Hibari
Legend of Basara: Shinbashi Theater,Special,Unknown,1,False,
FLCL Alternative,TV,Original,6,True,Production I.G
Fuku-chan no Kishuu,Movie,Other,1,False,Shochiku Animation Institute
Yes! BanG_Dream!,Music,Manga,1,False,Xebec
Kahei no Umi,Movie,Original,1,False,Doga Kobo
Shinmai Maou no Testament Specials,Special,Light novel,6,False,Production IMS
Aikatsu Stars! Movie,Movie,Original,1,False,Bandai Namco Pictures
Motion Lumine,Movie,Unknown,1,False,
Haikyuu!! Movie 1: Owari to Hajimari,Movie,Manga,1,False,Production I.G
Fantastic Cell,Movie,Unknown,1,False,
Area no Kishi,TV,Manga,37,False,Shin-Ei Animation
Mahoutsukai Sally (Movie),Movie,Unknown,1,False,Toei Animation
Inazuma Eleven: Outer Code,ONA,Game,6,False,
Ojousama wa H ga Osuki: The Animation,OVA,Manga,2,False,
"""Kinako"" x Mameshiba Movie",Special,Other,1,False,
Ajin 2nd Season,TV,Manga,13,False,Polygon Pictures
Aisubeki Mirai e,Music,Unknown,1,False,
Joker Game,TV,Novel,12,False,Production I.G
Umineko no Naku Koro ni,TV,Visual novel,26,False,Studio Deen
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,Movie,Manga,1,False,SynergySP
Love Lab,TV,Manga,13,False,Doga Kobo
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA,Unknown,1,False,
Maid Meshimase,OVA,Unknown,1,False,
Sore Ike! Zukkoke Sannin-gumi,TV,Novel,26,False,Nippon Animation
Pink no Curtain,OVA,Unknown,1,False,
Sukoyaka Oyako 21 x Taka no Tsume Dan,ONA,Original,5,False,DLE
"Chiisana Tayori, Ookina Tayori.",ONA,Original,1,False,
Bakuon!!,TV,Manga,12,False,TMS Entertainment
Norageki!,OVA,Original,1,False,Sunrise
Syupeo Taegwon V,Movie,Unknown,1,False,
Detective Conan: Black History,Special,Unknown,1,False,TMS Entertainment
Kara no Kyoukai 3: Tsuukaku Zanryuu,Movie,Light novel,1,False,ufotable
Ketsuekigata-kun! 3,TV,Web manga,12,False,feel.
Dainiji Ura Nyuugakushiken The Animation,OVA,Manga,0,True,
Inferno Cop Specials,Special,Original,3,False,Trigger
Mori no Kokoro-Koro,Special,Original,1,False,
Hero Company,OVA,Manga,2,False,Studio Deen
Nisekoi: OVA,OVA,Manga,2,False,Shaft
Koneko no Chii: Ponponra Dairyokou,TV,Original,0,True,
Monster Strike The Movie: Hajimari no Basho e,Movie,Game,1,False,LIDENFILMS
Wakuwaku♥Nukegake Daisakusen,Music,Music,1,False,
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Movie,Light novel,1,False,Toei Animation
Doteraman,TV,Original,20,False,Tatsunoko Production
Kkureogi Balmyeongwang,Movie,Unknown,1,False,
Urayasu Tekkin Kazoku,TV,Unknown,33,False,Studio Deen
Crystal Clear,Music,Music,1,False,
Ninja-tai Gatchaman ZIP!,TV,Unknown,475,False,
Ippatsu Hicchuu!! Devander,OVA,Unknown,1,False,Tatsunoko Production
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",TV,Game,24,False,A-1 Pictures
Aa! Megami-sama! Movie,Movie,Original,1,False,AIC
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,Special,Light novel,1,False,Kyoto Animation
Bang Babang Bang!!!,Music,Original,1,False,
Super Zugan,TV,Manga,21,False,Studio Deen
Bokutachi no Peace River,OVA,Unknown,1,False,Toei Animation
Fate/Apocrypha: Seihai Taisen Douran-hen,Special,Light novel,1,False,A-1 Pictures
Offside,OVA,Manga,1,False,
Ai Tenchi Muyou!,TV,Original,50,False,AIC Plus+
Bakumatsu,TV,Game,0,False,Studio Deen
Andersen Monogatari,Movie,Unknown,1,False,Toei Animation
Omake,Movie,Unknown,1,False,
Momone,OVA,Unknown,1,False,
Anison Nippon,ONA,Original,1,False,
GS Mikami: Gokuraku Daisakusen!!,Movie,Manga,1,False,Toei Animation
Nijiiro Days: Houkago Special,Special,Manga,1,False,Production Reed
Dive to Blue,Music,Game,1,False,
Biblia Koshodou no Jiken Techou,Movie,Light novel,1,False,
Sword Gai: The Animation,ONA,Manga,12,False,Production I.G
Imawa no Kuni no Alice (OVA),OVA,Manga,3,False,Silver Link.
Seisen Cerberus: Ryuukoku no Fatalités,TV,Game,13,False,Bridge
Happy☆Lesson (TV),TV,Manga,13,False,Studio Hibari
Tokyo Magnitude 8.0 Recap,Special,Original,1,False,Bones
School Days: Valentine Days,OVA,Unknown,1,False,TNK
Kagihime Monogatari Eikyuu Alice Rinbukyoku Extra Song,Music,Manga,6,False,
Wakakusa Monogatari: Nan to Jo-sensei,TV,Unknown,40,False,Nippon Animation
Ahiru no Pekkle no Aladdin to Mahou no Lamp,OVA,Unknown,1,False,
Shan T Lao Fu Zi,Movie,Unknown,1,False,
Witch Village Story,TV,Unknown,24,False,
SM no Susume,OVA,Unknown,1,False,
Sora no Manimani,TV,Manga,12,False,Studio Comet
Ai Yori Aoshi: Yumegatari,Special,Manga,1,False,J.C.Staff
Good-by Marilyn,Movie,Original,1,False,
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,Original,1,False,AIC
Tsugumomo,TV,Manga,12,False,Zero-G
Nyanpuku Nyaruma,TV,Original,0,True,Kachidoki Studio
Gangsta.,TV,Manga,12,False,Manglobe
Otogizoushi,TV,Original,26,False,Production I.G
Kamiusagi Rope 3,Movie,Original,12,False,
Hanaukyou Maid-tai,TV,Manga,12,False,Daume
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,OVA,Original,1,False,Production I.G
Saijaku Muhai no Bahamut,TV,Light novel,12,False,Lerche
Flanders no Inu,TV,Novel,52,False,Nippon Animation
Ao no Exorcist Movie,Movie,Manga,1,False,A-1 Pictures
Joshiraku,TV,Manga,13,False,J.C.Staff
Tiger & Bunny Recaps,OVA,Unknown,2,False,Sunrise
Major 2nd,Special,Manga,1,False,
Petshop of Horrors,TV,Manga,4,False,Madhouse
Kousoku Denjin Albegus,TV,Unknown,45,False,Toei Animation
Suzakinishi The Animation,TV,Radio,12,False,feel.
Shuukan Shimakou,TV,Unknown,11,False,DLE
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,Special,Unknown,1,False,Doga Kobo
Shin Reyon Densetsu: Shikkoku no Majin,OVA,Unknown,1,False,
Kowarekake no Orgel Special,Special,Original,1,False,
Twilight Q,OVA,Original,2,False,Ajia-Do
Tiger Mask (Movie),Movie,Manga,1,False,
Sekkou Boys,TV,Original,12,False,LIDENFILMS
Hitsugi no Chaika: Avenging Battle,TV,Light novel,10,False,Bones
Wakusei Daikaiju Negadon,Movie,Original,1,False,
"Attakai, Fuyu Canada",ONA,Original,1,False,
Riki-Oh: Toukatsu Jigoku,OVA,Unknown,1,False,Magic Bus
Kage kara Mamoru!,TV,Light novel,12,False,Group TAC
Yokujou Bazooka The Animation,OVA,Manga,1,False,
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,Special,Light novel,7,False,Studio Hibari
Spring has come!,ONA,Original,1,False,
Sentou Yousei Shoujo Tasukete! Mave-chan,OVA,Unknown,1,False,Studio Fantasia
Doraemon Movie 09: Nobita no Parallel Saiyuuki,Movie,Unknown,1,False,Shin-Ei Animation
Overlord III,TV,Light novel,0,False,Madhouse
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Movie,Manga,1,False,Studio Gallop
Inazuma Eleven: Ares no Tenbin,TV,Game,0,True,OLM
Shinmai Maou no Testament Departures,OVA,Light novel,1,False,Production IMS
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,OVA,Unknown,1,False,Toei Animation
Okusama wa Moto Yariman,OVA,Visual novel,2,False,Circle Tribute
Yume no Jidousha,Movie,Original,1,False,
Hanbun no Tsuki ga Noboru Sora,TV,Light novel,6,False,Group TAC
Vampire Holmes,TV,Game,12,False,Studio! Cucuri
Starmyu OVA,OVA,Original,2,False,C-Station
Yahabe,OVA,Manga,1,False,
Yuyushiki,TV,4-koma manga,12,False,Kinema Citrus
Kagami,Movie,Original,1,False,
Energy Kyouka!!,OVA,Manga,2,False,Studio Eromatick
Juushin Liger,TV,Unknown,43,False,Sunrise
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Special,Manga,1,False,Toei Animation
Mobile Suit Gundam SEED: After-Phase Between the Stars,Special,Original,1,False,Sunrise
Yattokame Tanteidan,TV,Unknown,14,False,
Arslan Senki,OVA,Light novel,6,False,J.C.Staff
Kyoufu! Zombie Neko,TV,Original,52,False,Kachidoki Studio
Jigazou,Movie,Unknown,1,False,
Koutetsu Sangokushi Special,Special,Unknown,1,False,
"Chiisana Obake Acchi, Kocchi, Socchi",TV,Picture book,50,False,Studio Pierrot
Mirakururun Grand Purin!,Music,Unknown,1,False,
Hokuro Kyoudai Full Throttle!!!!,ONA,Unknown,7,False,
Ore to Issho ni Training,OVA,Original,1,False,Opera House
Kirin Hyoketsu: Atarashiku Ikou Animation Movie,ONA,Original,1,False,Trigger
Ketsuekigata-kun! 4,TV,Web manga,12,False,feel.
Boku wa Mada 7-sai Datta,Music,Music,1,False,pH Studio
Nouryou Anime: Denkyuu Ika Matsuri,Movie,Original,1,False,
Otome Chic,Music,Original,1,False,
Tanuki to Kitsune Specials,Special,Web manga,2,False,Gathering
Kodomo no Jikan Recap,OVA,Manga,1,False,Diomedea
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,ONA,Other,1,False,
Cofun Gal no Coffy: Okehazama no Tatakai,Movie,Unknown,1,False,
Paniponi Dash!,TV,Manga,26,False,Shaft
Doraemon Movie 35: Nobita no Space Heroes,Movie,Unknown,1,False,Shin-Ei Animation
Blue Remains,Movie,Original,1,False,
Isaku,OVA,Visual novel,3,False,
Cinnamon the Movie,Movie,Unknown,1,False,Madhouse
Giant Robo,Special,Manga,1,False,
Pokemon: Pikachu no Wanpaku Island,Special,Game,1,False,OLM
Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,OVA,Unknown,3,False,
Elf wo Karu Mono-tachi,TV,Manga,12,False,Group TAC
Tekusuke Monogatari,Movie,Unknown,1,False,
Flying Babies,Unknown,Original,0,False,Fukushima Gainax
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,TV,Light novel,12,False,Silver Link.
Ashita no Yukinojou,OVA,Visual novel,4,False,
Umigame to Shounen,Special,Unknown,1,False,Shin-Ei Animation
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",TV,Radio,5,False,DLE
Shitai wo Arau The Animation,OVA,Visual novel,3,False,
Kunoichi Sakuya,OVA,Visual novel,2,False,
3x3 Eyes Seima Densetsu,OVA,Manga,3,False,Studio Junio
Moyashimon Returns,TV,Manga,11,False,Telecom Animation Film
Inochi Kagayaku Akari,OVA,Unknown,1,False,
Riki-Oh 2: Horobi no Ko,OVA,Unknown,1,False,Magic Bus
Hikaru no Go,TV,Manga,75,False,Studio Pierrot
Minna Atsumare! Falcom Gakuen SC,TV,4-koma manga,12,False,
GetBackers,TV,Manga,49,False,Studio Deen
47 Todoufuken,TV,Unknown,26,False,Pollyanna Graphics
Koori no Kuni no Misuke,Movie,Unknown,1,False,
Boku no Yayoi-san,OVA,Manga,2,False,
Devilman: Crybaby,ONA,Manga,10,False,Science SARU
Uchuu Kaizoku Mito no Daibouken Pilot,Special,Unknown,1,False,
Sentou Yousei Yukikaze,OVA,Novel,5,False,Gonzo
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,Original,6,False,Studio Gokumi
Sasami-san@Ganbaranai,TV,Light novel,12,False,Shaft
Soukou Kihei Votoms: Case; Irvine,OVA,Original,1,False,Sunrise
Pi Po Pa Po Patrol-kun,TV,Unknown,65,False,
Digimon Adventure tri. 2: Ketsui,Movie,Original,1,False,Toei Animation
Gedou Gakuen,OVA,Unknown,5,False,
Elf 17,OVA,Manga,1,False,Agent 21
Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,Special,Unknown,1,False,A-1 Pictures
Etotama 2,TV,Original,0,False,
Babel Nisei (2001),TV,Manga,13,False,Vega Entertainment
Zannen Onna Kanbu Black General-san,ONA,Manga,10,False,
Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,ONA,Unknown,3,False,DLE
Kita e.: Diamond Dust Drops Special,Special,Visual novel,1,False,
Tobe! Isami,TV,Original,50,False,Group TAC
Texhnolyze,TV,Original,22,False,Madhouse
Hinata no Aoshigure,Movie,Original,1,False,Studio Colorido
Ichigo Mashimaro Encore,OVA,4-koma manga,2,False,Daume
Tsuki ga Kirei Recap,Special,Original,1,False,feel.
Idaten Jump,TV,Manga,52,False,Production I.G
Warai Kawasemi ni Hanasu na yo,Music,Unknown,1,False,
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha,Movie,Unknown,1,False,DLE
Negima!? Natsu Special!?,OVA,Manga,1,False,Shaft
Okusama wa Mahoutsukai,OVA,Original,2,False,
M3: Sono Kuroki Hagane,TV,Original,24,False,Satelight
Mikakunin de Shinkoukei,TV,4-koma manga,12,False,Doga Kobo
Hoshizora e Kakaru Hashi,TV,Visual novel,12,False,Doga Kobo
Alexandros no Ketsudan,OVA,Unknown,1,False,
Tantei Gakuen Q,TV,Manga,45,False,Studio Pierrot
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Unknown,1,False,
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",Movie,Manga,1,False,Studio Pierrot
Kyoukai no Rinne (TV),TV,Manga,25,False,Brain&#039;s Base
Renzu: Futari no Kyori,OVA,Original,1,False,
Karasu Tengu Kabuto: Ougon no Me no Kemono,OVA,Unknown,1,False,
Document Taiyou no Kiba Dagram,Movie,Unknown,1,False,Sunrise
Noobow: Kieta Medal,OVA,Unknown,1,False,
Onigiri,TV,Game,13,False,Pierrot Plus
Happy ComeCome,Movie,Unknown,1,False,SynergySP
Kamichu!,TV,Original,12,False,Brain&#039;s Base
Kimi no Koe wo Todoketai,Movie,Original,1,False,Madhouse
Mahou no Hiroba,Music,Music,1,False,
Hana no Zundamaru: Junk,ONA,Manga,3,False,
Yoshimoto Muchikko Monogatari,TV,Unknown,47,False,Shin-Ei Animation
Cencoroll 2,Movie,Original,1,False,
Kinnikuman II Sei: Ultimate Muscle,TV,Manga,13,False,Toei Animation
Kobato.: Hajimete no Kobato.,Special,Manga,8,False,Madhouse
Himitsu Spark,Music,Unknown,1,False,
Maroko,Movie,Original,1,False,Studio Pierrot
Kana Kana Kazoku: Stop Rubella,ONA,Unknown,1,False,DLE
AIKa,OVA,Original,7,False,Studio Fantasia
Peace Maker Kurogane,TV,Manga,24,False,Gonzo
Weiß Kreuz,TV,Unknown,25,False,Plum
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,Movie,Manga,1,False,
Ari Ningen Monogatari,Movie,Unknown,1,False,
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,Special,Manga,1,False,
Gegege no Kitarou: Obake Nighter,Movie,Unknown,1,False,Toei Animation
Haiyoru! Nyaruani,OVA,Light novel,9,False,DLE
Penguin no Mondai DX?,TV,Unknown,52,False,
Kidou Keisatsu Patlabor,OVA,Original,7,False,Studio Deen
Penguin Musume♥Heart Special,Special,Manga,1,False,
Channel 5.5 Prologue: Shin Bangumi Start!,ONA,Unknown,1,False,DLE
Nezumi Monogatari: George to Gerald no Bouken,Movie,Picture book,1,False,Madhouse
Ariel Visual,OVA,Original,2,False,J.C.Staff
Kujibiki Unbalance,OVA,Other,3,False,Palm Studio
Higashi no Eden: Air Communication,Movie,Original,1,False,Production I.G
DJ Nobunaga,ONA,Original,0,True,
Uwabaki Cook no Tekitou Uranai!,TV,Original,125,False,
Denpa Onna to Seishun Otoko,TV,Light novel,12,False,Shaft
Sayonara Zetsubou Sensei,TV,Manga,12,False,Shaft
Dance in the Vampire Bund,TV,Manga,12,False,Shaft
Lost Universe,TV,Light novel,26,False,E&amp;G Films
Baka to Test to Shoukanjuu: Matsuri,OVA,Light novel,2,False,Silver Link.
Ryuugajou Nanana no Maizoukin (TV),TV,Light novel,11,False,A-1 Pictures
Nagagutsu Sanjuushi,Movie,Unknown,1,False,Toei Animation
Digimon Adventure tri. 6: Bokura no Mirai,Movie,Original,1,False,Toei Animation
Gakuen Heaven: Hamu Hamu Heaven,Special,Visual novel,12,False,
Chikyuu Bouei Kigyou Dai-Guard,TV,Original,26,False,Xebec
Turn A Gundam,TV,Original,50,False,Sunrise
Yuri Kuma Arashi,TV,Original,12,False,Silver Link.
Pokemon Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,Movie,Game,1,False,OLM
Fune wo Amu,TV,Novel,11,False,Zexcs
Slayers Try,TV,Light novel,26,False,J.C.Staff
Lu Shidai,ONA,Game,14,False,Haoliners Animation League
lilac (bombs Jun Togawa),Music,Unknown,1,False,Onionskin
Ixion Saga DT,TV,Game,25,False,Brain&#039;s Base
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,Special,Manga,1,False,ufotable
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Movie,Original,1,False,Studio Pierrot
Hibari no Yadogae,Movie,Original,1,False,
Fuki to Hiyoko,Music,Original,1,False,
Neo Faust,Special,Manga,1,False,
Koroshiya 1 The Animation: Episode 0,OVA,Manga,1,False,AIC
Starship Troopers: Traitor of Mars,Movie,Original,1,False,
Yuusei Shounen Papii,TV,Unknown,52,False,Eiken
Frame Arms Girl 2nd Season,Unknown,Other,0,False,
Lupin III: Fuuma Ichizoku no Inbou,Movie,Manga,1,False,
Rara Maji,ONA,Game,1,False,A-1 Pictures
Beads no Mori no Rabi,TV,Original,0,True,
Daiyoshi P Produce Ashita no Jobuubu,ONA,Original,10,False,DLE
Kedamono Damono,Music,Original,1,False,
Issunboushi (OVA),OVA,Original,2,False,
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,Movie,Original,1,False,Toei Animation
Nobunaga no Shinobi: Anegawa Ishiyama-hen,TV,4-koma manga,0,True,TMS Entertainment
Kiku-chan to Ookami,Special,Unknown,1,False,Shin-Ei Animation
Hellsing I: Digest for Freaks,OVA,Manga,1,False,Satelight
Hello Kitty no Yuubinya-san Arigatou,OVA,Unknown,1,False,
Yumekui Merry,TV,Manga,13,False,J.C.Staff
Bakuhatsu Gorou,TV,Unknown,26,False,
Amaryllis,Music,Original,1,False,
Little Charo,TV,Unknown,50,False,
Zettai Muteki Raijin-Oh,TV,Original,51,False,Sunrise
Pokemon the Movie XY&Z: Volcanion to Karakuri no Magearna,Movie,Game,1,False,OLM
Piano,TV,Original,10,False,OLM
Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,OVA,Game,1,False,
Terra Formars: Bugs 2-hen,OVA,Manga,2,False,LIDENFILMS
Sakura Yori Ai wo Nosete,Movie,Unknown,1,False,
Domo TV,TV,Original,26,False,dwarf
Les Misérables: Shoujo Cosette,TV,Novel,52,False,Nippon Animation
Relic Armor Legaciam,OVA,Unknown,1,False,
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,TV,Original,13,False,Kachidoki Studio
ChäoS;HEAd,TV,Visual novel,12,False,Madhouse
Mazinkaiser,OVA,Manga,7,False,Brain&#039;s Base
Himitsukessha Taka no Tsume Countdown Specials,Special,Original,5,False,DLE
Jungle Book Shounen Mowgli,TV,Unknown,52,False,Nippon Animation
Chuunibyou demo Koi ga Shitai!,TV,Light novel,12,False,Kyoto Animation
Junai Maniac,OVA,Manga,2,False,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,Special,Manga,2,False,
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,Special,Web manga,1,False,Bones
Ona x2,OVA,Original,1,False,
Choboraunyopomi Gekijou Ai Mai Mii,TV,4-koma manga,13,False,Seven
Zoids,TV,Unknown,67,False,Xebec
Matantei Loki Ragnarok,TV,Manga,26,False,Studio Deen
Yuusha Tokkyuu Might Gaine,TV,Original,47,False,Sunrise
Kyoudai Koguma,Movie,Unknown,1,False,
Love Live! School Idol Project 2nd Season,TV,Other,13,False,Sunrise
Gangsta. Recap,Special,Unknown,1,False,Manglobe
Yamato yo Towa ni,Movie,Original,1,False,Toei Animation
Chikan Monogatari,OVA,Original,2,False,
Tsubo,Movie,Unknown,1,False,
Umi no Triton (1979),Movie,Manga,2,False,
Minami-ke Omatase,OVA,Manga,1,False,feel.
The Urotsuki,OVA,Unknown,3,False,Phoenix Entertainment
Tatsunoko Pro x Peeping Life,ONA,Original,2,False,
Shangri-La (Music),Music,Music,1,False,
Dr. Slump: Arale-chan &#039;92 Oshougatsu Special,Special,Manga,3,False,Toei Animation
Lady Georgie,TV,Manga,45,False,Tokyo Movie Shinsha
Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,Movie,Unknown,1,False,
Tantei Shounen Kageman,TV,Unknown,39,False,Studio Hibari
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,ONA,Other,1,False,TUBA
Antique Heart,OVA,Original,1,False,J.C.Staff
Ze Tian Ji 3rd Season,ONA,Novel,12,False,Shanghai Foch Film Culture Investment
